Price,Open,High,Low,Close
2004-09-06,27.330305049173536,27.498181612667732,26.58493269740442,27.222864151000977
2004-09-13,27.424309455008956,28.189826005533725,27.195997276642576,27.706340789794922
2004-09-20,27.652631725269362,27.988384900601343,27.249728939508362,27.766786575317383
2004-09-27,27.645909995062322,28.653169330426433,27.60562126106725,28.397998809814453
2004-10-04,28.40471894438781,30.513248536756453,28.364430201599568,30.009618759155273
2004-10-11,29.882029688384396,30.882575180332427,29.64028701588188,30.620685577392578
2004-10-18,30.620673166596006,31.392906106143347,30.378933153665788,30.707969665527344
2004-10-25,30.553541871714604,32.601635924422894,30.44610094781628,32.1920166015625
2004-11-01,32.09800013206111,33.88420676001684,31.695097382919563,33.273136138916016
2004-11-08,32.810256013945775,33.28801191415714,32.49399810279378,33.05249786376953
2004-11-15,33.06595965452781,33.54371304023237,31.928771475833233,31.948957443237305
2004-11-22,31.975872485849237,33.516797918551276,31.89512605261223,33.40240478515625
2004-11-29,33.20053093310435,33.523519169841464,32.23829402148069,32.24502182006836
2004-12-06,32.292132535312135,32.917920592772916,31.659611544277713,31.975872039794922
2004-12-13,31.982597228448377,32.63530413250082,31.491385742314996,32.15755081176758
2004-12-20,32.096981393310585,32.50071597511047,31.915300061436074,31.96240234375
2004-12-27,32.1508144024943,32.91791171793887,31.861470317983503,32.574737548828125
2005-01-03,32.46035626977902,32.96502597034417,31.572135235252144,31.955686569213867
2005-01-10,31.901849166443096,32.62857465947576,31.62596320709902,32.48053741455078
2005-01-17,32.399797937791526,33.09287688416403,31.24242119350244,31.29625129699707
2005-01-24,31.35680821176753,32.157552408088335,31.17512938705349,31.82110595703125
2005-01-31,32.09699736860565,32.460360213207366,30.784855474354877,31.074199676513672
2005-02-07,31.154837134299427,31.633622967134116,30.62884463692025,31.316679000854492
2005-02-14,31.37063600134869,31.761756088915593,30.844645942319467,30.88510513305664
2005-02-21,30.69626942497759,31.532458092154425,30.615348521928347,31.404333114624023
2005-02-28,31.431320607965635,31.87638961748226,29.88032270040347,30.18377685546875
2005-03-07,30.291663738035677,31.444798976775104,29.92077343028112,30.305150985717773
2005-03-14,30.2781746366268,30.85811076760337,29.185730885938852,29.468957901000977
2005-03-21,29.441992969752313,29.718475165521774,28.82833723902351,29.401531219482422
2005-03-28,29.354331381804393,30.615362437338458,29.354331381804393,29.5296630859375
2005-04-04,29.55663511056657,31.849413744560504,29.42850751311841,31.14134979248047
2005-04-11,30.932298651816733,31.36388035485935,30.21074750971176,30.251209259033203
2005-04-18,30.33214313532767,30.52770448189664,26.623232754222588,27.088531494140625
2005-04-25,27.25036831300637,28.288863544606194,26.906452397310446,27.398725509643555
2005-05-02,27.45267145655142,29.07110562179083,27.432441865525742,28.916006088256836
2005-05-09,29.076466984267732,29.41456543757317,28.116268615033803,28.427318572998047
2005-05-16,28.521963595276144,30.6655048877748,28.17034116714538,30.40178871154785
2005-05-23,30.469420494205767,31.348475580511714,29.73912690960719,30.63170623779297
2005-05-30,30.631729197079643,31.598691290625325,30.50325267215279,31.18621063232422
2005-06-06,30.679036279057456,31.382281299310115,30.54379645524193,30.976564407348633
2005-06-13,30.875142273292624,31.55809982864382,30.760190068519826,31.504005432128906
2005-06-20,31.25381955920065,31.456678100424323,29.94875941869708,30.3747615814209
2005-06-27,30.32065389457074,30.88865910891805,30.13131968295003,30.381511688232422
2005-07-04,30.523531056525147,30.94277245901256,30.10428965403774,30.800771713256836
2005-07-11,30.61819393501821,31.443154954971384,30.564099525890967,31.409345626831055
2005-07-18,31.294396492670188,31.64601924398508,30.69934498689439,31.071252822875977
2005-07-25,30.935998476444638,31.537813116055585,30.861616428045863,31.084762573242188
2005-08-01,31.05095717946087,31.145626902380535,29.45513482825084,29.52951431274414
2005-08-08,29.706213846810954,29.841797267047866,28.743576476602303,29.02829933166504
2005-08-15,29.01475948307808,30.214669260704472,28.68258260415458,30.004514694213867
2005-08-22,30.004504186042933,30.133309637121283,29.157110791219722,29.23168182373047
2005-08-29,28.811380631396037,29.950277766767353,28.736809585407222,29.258804321289062
2005-09-05,29.26558488417557,29.516415258202876,29.041874312738372,29.177457809448242
2005-09-12,29.211348121137046,29.828250470610357,29.001193607301648,29.279138565063477
2005-09-19,29.123206950019284,29.448605606964684,27.46231587070406,29.02829933166504
2005-09-26,29.252013847159382,29.482504897445263,28.479189088408752,29.21133804321289
2005-10-03,29.177460801194197,30.94681927888308,28.7096978188845,30.940038681030273
2005-10-10,30.84511513883084,31.584042176367472,30.540053043326903,31.495912551879883
2005-10-17,31.353580695746174,32.695852596828274,31.204438511389892,32.37723159790039
2005-10-24,32.316201719934035,32.70261558824349,31.37390043208278,32.092491149902344
2005-10-31,32.167051144643125,33.89573301099609,32.167051144643125,33.27205276489258
2005-11-07,33.25171169149737,34.099104968987305,32.91275438050139,33.990638732910156
2005-11-14,33.93641979038992,34.10589851022319,32.91954747139025,33.76694107055664
2005-11-21,33.778003245991925,34.62058585495781,33.24799315176142,34.369171142578125
2005-11-28,34.30803145089587,34.79727076221773,32.62966193719917,33.52660369873047
2005-12-05,33.4586572246173,33.907128140744796,32.69081975279095,32.98979949951172
2005-12-12,32.97619553784339,33.84595891905543,32.7383711320969,33.12568664550781
2005-12-19,33.2819628430031,34.26044347256653,32.88785356146304,33.961463928222656
2005-12-26,34.07019381326686,34.24686559789126,33.56056785253688,33.61492919921875
2006-01-02,33.80520456343409,34.3012404198464,33.11890908869731,33.87315368652344
2006-01-09,33.92750523977585,34.7089328896163,33.71006499830743,34.654571533203125
2006-01-16,34.52547069943108,34.6070101502237,33.750836844577755,33.764427185058594
2006-01-23,33.69647084480277,34.5662317122205,33.2615904110939,34.00904083251953
2006-01-30,33.920708960616075,34.260459663789355,33.322749589337455,33.60134506225586
2006-02-06,33.40428128107747,33.934291425573065,32.94222022461256,33.79839324951172
2006-02-13,33.83659768941893,35.51889312186478,33.80935342859782,34.722015380859375
2006-02-20,34.74245071234294,35.35543365064431,34.32698738544531,34.52450180053711
2006-02-27,34.7220165711076,36.82658772580117,34.401902990875534,36.451988220214844
2006-03-06,36.25447914144373,36.78572937096763,35.96842212497898,36.758487701416016
2006-03-13,36.806156823938785,38.195583033150854,36.744858532410134,38.059364318847656
2006-03-20,38.072985477196276,38.35223266521196,36.99005075330019,37.21480941772461
2006-03-27,37.13309072721806,37.65753123745409,36.744868969978874,36.88789749145508
2006-04-03,37.10584322495646,39.08100847597621,36.85384024266433,37.93677520751953
2006-04-10,37.46682791246217,37.58942454332904,36.66314264078381,36.84022521972656
2006-04-17,36.79935150482163,37.8618545620258,36.27491104314654,36.758487701416016
2006-04-24,36.56778023055798,37.39871220412467,36.526916427370345,37.0717887878418
2006-05-01,37.28293592767715,38.706416734920566,36.32940714456558,38.61787414550781
2006-05-08,38.617861902109844,38.98565168169091,37.39189856832904,37.61665725708008
2006-05-15,37.32765956572268,37.98300921474616,36.201275240609554,36.99998474121094
2006-05-22,36.75423019621826,37.341315268881104,36.522126855959186,37.15699768066406
2006-05-29,37.047765595068036,37.081897896503946,35.71658500604614,36.48798751831055
2006-06-05,36.33779932715103,36.672302104066624,35.51861113832675,36.20809555053711
2006-06-12,36.15348038881758,36.863443631904076,35.63466269833274,36.692779541015625
2006-06-19,36.692775949701534,38.344802937828014,36.249048315170576,37.88742446899414
2006-06-26,37.846454446282166,39.1708089889063,37.81232216102541,39.000144958496094
2006-07-03,39.0342803455424,39.55309789340071,37.63483570579961,38.33797073364258
2006-07-10,38.249224833747206,38.84313758379155,36.249042023159205,36.53575897216797
2006-07-17,36.52893051906663,37.04092264668131,35.743877485866754,35.880409240722656
2006-07-24,36.119329485023606,36.93168920168934,34.61066032373325,35.409366607666016
2006-07-31,35.588050405280285,36.20399847581505,34.21243652871774,35.43748474121094
2006-08-07,35.48540159005366,35.93025339060816,33.82234393854469,34.73257827758789
2006-08-14,35.067903948633244,35.991823060079625,34.88311960419942,35.964447021484375
2006-08-21,35.82073304916402,35.91654659041397,33.09687938614118,33.25428771972656
2006-08-28,33.33643145030204,33.88393956419695,31.481746572290973,32.40566635131836
2006-09-04,32.508315040192,33.124263106295686,32.12505817564707,32.898414611816406
2006-09-11,32.850503223044015,34.992630518382576,32.6315000770816,34.09608459472656
2006-09-18,34.15084632585547,35.82758914589008,33.6170237225145,34.14400100708008
2006-09-25,34.75993524382996,35.560664912167205,33.92498421676531,34.000267028808594
2006-10-02,33.92499813628197,34.739416160123426,32.77522997866803,33.8634033203125
2006-10-09,33.9728889307534,37.19634335718733,33.63754156558764,36.4093017578125
2006-10-16,36.27926582275539,36.717274634546676,34.95155919942645,35.375877380371094
2006-10-23,35.197927755945464,36.85413853204155,35.197927755945464,36.27925491333008
2006-10-30,36.07395009021712,36.90890102761171,35.17740697946343,35.464847564697266
2006-11-06,35.574354971885974,36.4435247967574,35.355351839242196,36.2039909362793
2006-11-13,36.27926065737689,36.69673607418168,35.62225144931813,36.546173095703125
2006-11-20,36.73993417187539,37.576960599080635,36.5203866855941,36.71249008178711
2006-11-27,36.952616471599036,37.31624145117264,35.491251605980544,35.81371307373047
2006-12-04,35.751971668767595,37.52893599409581,35.751971668767595,36.83598709106445
2006-12-11,36.87718641331624,37.81712512954245,36.163655108536304,36.86346435546875
2006-12-18,37.014364356546636,37.17902363826551,35.642191461899586,35.81371307373047
2006-12-25,36.026403959038646,36.7399346065,35.813718801369646,36.27339553833008
2007-01-01,36.602720426432256,37.21333972163424,35.97152198718451,36.64388656616211
2007-01-08,36.479228121719835,38.462020858120624,36.44492431059597,38.38655090332031
2007-01-15,38.35225151330716,39.278467606487474,38.21503363578069,38.94914627075195
2007-01-22,38.8462222607641,39.23043169600917,37.83081441462998,37.981754302978516
2007-01-29,37.72791665408595,39.024620368806005,37.501506739597765,38.4277229309082
2007-02-05,38.42086087455513,39.41568725992826,38.201313307506176,38.40713882446289
2007-02-12,38.88740240908468,39.861644468340586,38.17387146536245,39.655818939208984
2007-02-19,39.86503255912621,40.36704144142041,39.38365335232315,39.52119064331055
2007-02-26,39.83063591500084,39.93378951225321,37.664433982445665,38.33836364746094
2007-03-05,38.01515418755026,38.87475881460814,36.79107803807747,37.36873245239258
2007-03-12,37.2587119135761,37.389370903178374,35.42947294261551,36.43349075317383
2007-03-19,36.516014295324965,37.83636875665162,36.24781799218362,37.52003479003906
2007-03-26,37.43749621743722,37.499387849639156,36.467862395143555,37.02488708496094
2007-04-02,36.68790912012031,37.90510907877644,36.68790912012031,37.74006652832031
2007-04-09,37.82260763154983,37.88449927624276,36.963002912650964,37.24495315551758
2007-04-16,37.361856537099136,38.55842470146568,37.134919657781786,37.90512466430664
2007-04-23,37.89136911206785,38.04266035870342,36.90110557311099,37.45125198364258
2007-04-30,37.48266386669321,37.70331215337215,36.54490733314015,37.08963394165039
2007-05-07,37.199949665751014,38.758278166525926,37.08272881041923,37.90326690673828
2007-05-14,37.93085990929479,38.89619827270508,37.26891495570024,38.89619827270508
2007-05-21,38.89618014720866,39.206467521593,38.22733876579512,38.889286041259766
2007-05-28,38.82033252159904,39.613288866891104,38.26181786809273,38.813438415527344
2007-06-04,38.58590841192247,39.089262520898714,37.82053345500815,38.620384216308594
2007-06-11,38.42041685930059,38.90998003585389,37.99980527960402,38.675540924072266
2007-06-18,38.55143231665836,39.702943112880654,38.4135264698191,39.42023468017578
2007-06-25,39.440922201767336,40.74412706005833,39.103053009086025,40.351097106933594
2007-07-02,41.026836433116415,42.523108028704335,40.97856977715135,42.36451721191406
2007-07-09,42.49553160116859,43.4884491102778,41.31643893557783,43.4263916015625
2007-07-16,43.164357331356186,43.31605400124812,42.047325151216484,42.233497619628906
2007-07-23,42.50241284639915,42.778224497282295,40.226975932785166,40.38556671142578
2007-07-30,40.483176386209706,42.69499465489806,40.4417038543502,41.81026840209961
2007-08-06,42.17658913389388,45.32151615686011,41.844816873561435,43.71794891357422
2007-08-13,43.54514436476009,43.91147568789706,39.563875182983274,40.34492111206055
2007-08-20,40.358731232732225,42.667314378555595,39.6260688415382,42.632755279541016
2007-08-27,42.63277287252279,42.98528004664271,40.662874412194064,42.681156158447266
2007-09-03,42.82631526642383,42.97837856171189,38.769013320248256,39.39799880981445
2007-09-10,39.460204778993585,41.67893346834587,39.05240084172734,41.44392776489258
2007-09-17,41.18818573760421,43.36544446540105,40.84258928155339,41.969234466552734
2007-09-24,41.907021595163876,42.86777919722658,40.20668524676334,42.41850280761719
2007-10-01,42.52218213993435,44.23633999847219,42.27335230557233,43.73176956176758
2007-10-08,43.95986785886164,48.76366172963839,43.33088241855384,47.00111770629883
2007-10-15,46.86287462878363,46.931992855109215,45.15562754429029,45.4113655090332
2007-10-22,45.162548289881514,46.65552770775402,44.24326560355992,45.29387664794922
2007-10-29,45.1348856185763,47.71994485143974,43.6488202523405,45.32841873168945
2007-11-05,45.017389702891364,47.00111513724905,44.87915323831152,45.12798309326172
2007-11-12,45.045025385301365,47.063306731638,45.045025385301365,46.17167282104492
2007-11-19,46.068014465527625,46.83523911674636,44.96210672114426,46.2891960144043
2007-11-26,46.57256082759917,47.2291970368896,45.17635393585751,46.586387634277344
2007-12-03,46.68905048098816,50.34658941222238,46.17644221933859,49.757781982421875
2007-12-10,50.18726522092725,50.263464393304325,45.09580437438437,47.44411087036133
2007-12-17,47.374825756996245,48.54551696777344,46.75830921386538,48.54551696777344
2007-12-24,48.76027371442194,49.1828308530015,48.1783948721175,48.642513275146484
2007-12-31,48.642490000296895,48.80181162778829,45.28974376721006,45.47677993774414
2008-01-07,45.47678769110048,48.80181994803076,44.8879803910713,46.01710510253906
2008-01-14,46.39811149703786,46.39811149703786,44.07058309855177,44.70095443725586
2008-01-21,43.4540518687285,47.79737925748717,43.211602451234185,45.34516525268555
2008-01-28,45.289750622083055,48.1991597368537,45.026520558342476,46.959197998046875
2008-02-04,47.09776410657551,47.26401976853291,43.60647712303509,43.80736541748047
2008-02-11,43.828117778268556,45.71230247566856,43.62722961342615,44.27838134765625
2008-02-18,44.8990130414222,45.89183203275096,43.37854327668791,45.83628845214844
2008-02-25,45.8362843165067,46.64165027179592,42.795345061411034,42.989742279052734
2008-03-03,42.98281030113772,43.878430795033154,41.61507990263681,41.865020751953125
2008-03-10,41.98306150834016,44.24641039683259,41.63592192953388,42.25382995605469
2008-03-17,41.93443888655489,44.2949851221851,41.420671429970994,44.031158447265625
2008-03-24,44.072816891404855,47.176241254993165,44.072816891404855,44.69072723388672
2008-03-31,45.07256597820843,46.5513828038749,44.253319657024946,46.13481140136719
2008-04-07,46.169534124994335,46.794386022161454,45.40582860486839,45.61410903930664
2008-04-14,45.718268791078025,48.51621217283859,45.10730520870248,48.20378875732422
2008-04-21,47.926060069697705,49.772844041162934,46.76661585737704,49.668701171875
2008-04-28,49.439594227017444,50.633754647110464,48.773087194229326,50.08527374267578
2008-05-05,50.17551713723013,51.432165131513585,48.94664622229646,49.59926986694336
2008-05-12,49.77284419231825,52.23059154911623,49.661757052226726,50.86980056762695
2008-05-19,51.07747378991416,51.31403765275236,47.939488441676545,49.62328338623047
2008-05-26,49.769397297114175,52.00982121414562,49.17102300964339,49.62328338623047
2008-06-02,49.713729173422095,51.18879211102916,48.196920924318974,49.53282928466797
2008-06-09,49.55371183264642,50.42344138514749,46.714913299265014,48.92750549316406
2008-06-16,48.59353549164793,49.45631118038626,47.43853720468553,47.82122039794922
2008-06-23,48.05777325980581,50.04771478959391,47.20891641457217,48.88575744628906
2008-06-30,48.7048324390475,51.44622042073507,48.15516297879817,50.256431579589844
2008-07-07,50.66697020248289,52.10724228839807,47.86296266441103,48.586578369140625
2008-07-14,49.17100598980393,51.66887087097735,47.11148799796143,50.256431579589844
2008-07-21,50.193812753859255,50.85480484341073,42.75588935563648,42.971580505371094
2008-07-28,42.86027250362579,44.356208438122515,41.9140089531439,43.27774429321289
2008-08-04,43.26382484991728,46.805360857772364,42.85331241605255,46.61054229736328
2008-08-11,46.69832550528073,48.107299685075894,46.05661712714766,47.43071365356445
2008-08-18,47.50044596751221,47.772474533597986,45.50556626849604,47.03311538696289
2008-08-25,47.04707594171501,47.381883286528705,45.756682722411824,46.775047302246094
2008-09-01,47.53533502254514,48.43512408088723,46.32166841152696,47.737613677978516
2008-09-08,48.435118074478055,49.453482497848185,47.72365457165337,48.511844635009766
2008-09-15,47.89107200413356,49.523243969326344,45.094053495541154,46.09846496582031
2008-09-22,46.41932648182358,46.50302433705312,44.19426625620215,46.237972259521484
2008-09-29,46.00080500892206,46.384437826344005,42.77831062890406,43.664146423339844
2008-10-06,42.35283903284911,43.24565163449511,35.57303602192339,37.59581756591797
2008-10-13,39.13032647659421,42.91083365827547,36.58441549687744,40.441646575927734
2008-10-20,41.36934204739464,41.36934204739464,33.94085535496696,35.52420425415039
2008-10-27,34.89645231505665,41.48792761082719,34.58954862786339,39.76507568359375
2008-11-03,39.430260880381375,39.63951612275108,36.81459695866938,37.714385986328125
2008-11-10,38.105006370628494,38.46771221665453,31.590256995605067,33.522361755371094
2008-11-17,33.12151021239878,34.27593653714995,30.700716071252444,32.680728912353516
2008-11-24,32.79267115197335,36.157996453219944,32.49881874846316,36.011070251464844
2008-12-01,35.493326655000885,39.10352893721205,33.41536047239917,38.88663864135742
2008-12-08,38.753698032586165,39.36939212967736,35.47233329968294,37.361392974853516
2008-12-15,37.28443248824365,38.48083602220198,36.06004225117359,37.63425827026367
2008-12-22,37.98408763461922,38.02606502428687,35.857146038792365,36.011070251464844
2008-12-29,35.927116328994956,37.43136866050566,35.26244930103218,37.326419830322266
2009-01-05,37.20749626141592,37.51534220282915,34.21998168532023,34.38090133666992
2009-01-12,34.695727025865764,35.2344591414164,33.05854198281557,34.143001556396484
2009-01-19,34.401867953809635,34.42985465841098,32.33089985457267,32.86263656616211
2009-01-26,33.21946100006594,33.94709937804571,31.337398966962954,31.505313873291016
2009-02-02,31.330398069953876,32.30991138616701,29.26642796693754,31.631248474121094
2009-02-09,31.330395445355514,31.90410950083225,29.819148209399437,29.917098999023438
2009-02-16,29.59801944947434,30.524932266232362,29.296070293243382,30.026363372802734
2009-02-23,30.054465682789793,30.356414973581003,28.81858226925728,29.7314510345459
2009-03-02,29.28905108530621,30.096590144979466,26.80323785268235,27.372026443481445
2009-03-09,26.992829907088034,29.773571023311654,26.810257307712398,29.633129119873047
2009-03-16,29.58397743477593,32.04872247412338,29.49268978777588,31.479936599731445
2009-03-23,31.936375661543835,34.65391613960972,31.77486836478098,33.28461456298828
2009-03-30,32.69475500293363,34.38707356487952,31.61335570842367,34.344940185546875
2009-04-06,33.81827381153153,34.3098190263233,31.97849304855131,32.933494567871094
2009-04-13,32.94754717908639,33.16523228715717,31.634420997553566,32.140010833740234
2009-04-20,31.845089827917676,34.14833085892128,30.91817670181275,33.825313568115234
2009-04-27,33.65678159038246,34.38707751036645,32.7790228438749,33.488250732421875
2009-05-04,33.565488142547885,33.895526231507986,31.964457322192185,32.72283935546875
2009-05-11,32.090864357101474,33.17928480436016,31.325458526424022,31.42376708984375
2009-05-18,31.8690670963133,34.970680604203764,31.76333192226454,34.047245025634766
2009-05-25,33.65953019393395,35.18918713400508,32.80658777051113,34.20231246948242
2009-06-01,34.681660267445146,35.34427637553153,32.60216996942797,33.58199691772461
2009-06-08,33.412812034684556,33.80756082293005,32.39773757571171,33.15199279785156
2009-06-15,32.95462979815445,33.27184067626262,32.284962986376186,32.50348663330078
2009-06-22,32.29198957278076,32.8488674897809,31.565929061361775,32.714935302734375
2009-06-29,32.94052603846493,32.98986964626783,31.43201531071927,31.467260360717773
2009-07-06,31.417899716049007,32.77837888264407,31.35445758484424,31.699865341186523
2009-07-13,31.66462920385243,33.546744658702146,31.27692834423922,33.46920394897461
2009-07-20,33.48330225593567,34.70984966911333,33.151992931020686,34.63230895996094
2009-07-27,34.53363122596968,35.19624736835602,33.85691383548288,34.89313507080078
2009-08-03,35.069344992855626,35.414752790026085,34.011977807141385,35.316062927246094
2009-08-10,35.13279235058644,35.21738098508268,33.969687197910304,34.279850006103516
2009-08-17,34.031478381109224,34.54089016393732,33.32396321560628,34.356937408447266
2009-08-24,34.512584321352854,36.7907837150671,33.967797392466586,36.628055572509766
2009-08-31,36.33087942019788,39.2882911354147,35.340360441718715,39.24584197998047
2009-09-07,40.22930679284214,40.384960969899154,39.72697174737456,40.193931579589844
2009-09-14,39.77649007078996,41.19859388691951,39.73403820353413,40.71748352050781
2009-09-21,40.759935356946016,41.64432901527602,39.620835893184136,39.818939208984375
2009-09-28,39.9745899082311,40.639652910301756,39.19632463561746,39.953365325927734
2009-10-05,40.03827280989583,42.66315273688037,39.83309281802986,41.488677978515625
2009-10-12,41.3047378413299,41.77169776208886,40.85900251275572,41.37548828125
2009-10-19,41.61603633153514,41.99101845614111,40.724568528089826,40.90144729614258
2009-10-26,40.94125962821918,41.41674456177286,40.25287487205108,40.345130920410156
2009-11-02,40.345140542811585,42.33933409380222,40.28126949791287,42.16191482543945
2009-11-09,41.842548080236526,43.07028875440275,41.842548080236526,42.914161682128906
2009-11-16,43.14125559999045,43.467706295501586,42.34641559282991,42.623191833496094
2009-11-23,42.65157917280987,43.28319386661973,42.01287160861017,42.60190200805664
2009-11-30,42.68706346816691,43.39674031580259,41.63673935132806,42.00577163696289
2009-12-07,41.963200069776455,42.39610345540943,41.16126433421378,42.09803771972656
2009-12-14,42.275458186902135,42.381910818558204,40.820620895085526,41.466426849365234
